timestamp,LOCAL_STATUS,STATUS_REASON,CPU_USAGE_PERCENT,CPU_USER_PERCENT,CPU_SYSTEM_PERCENT,CPU_IDLE_PERCENT,MEM_TOTAL_MB,MEM_FREE_MB,MEM_USED_MB,BUFFERS_MB,CACHED_MB,MEM_USAGE_PERCENT,DHCP_PROCESS_STATUS,DHCP_DATA_STATE,DHCP_V6_STATE,WAN_STATE,WAN_IPV4_ENABLE,WAN_IPV6_ENABLE,WAN_RX_RATE_KBPS,WAN_TX_RATE_KBPS,NET_LATENCY_MS,NET_LATENCY_AVG_5,NET_PING_STATUS,logged_at
2026-04-16T11:09:12,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:09:13.279329
2026-04-16T11:09:18,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:09:19.291153
2026-04-16T11:09:24,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:09:25.306023
2026-04-16T11:09:30,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:09:31.318270
2026-04-16T11:09:36,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:09:37.330520
2026-04-16T11:09:42,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:09:43.346037
2026-04-16T11:09:48,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:09:49.358826
2026-04-16T11:09:54,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:09:55.398781
2026-04-16T11:10:00,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:10:01.415816
2026-04-16T11:10:06,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:10:07.433951
2026-04-16T11:10:12,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:10:13.452072
2026-04-16T11:10:18,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:10:19.466504
2026-04-16T11:10:24,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:10:25.478033
2026-04-16T11:10:30,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:10:31.491129
2026-04-16T11:10:36,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:10:37.505192
2026-04-16T11:10:42,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:10:43.520805
2026-04-16T11:10:48,URGENT,dhcp_process_stopped,0,0,0,0,0,0,0,0,0,0,STOPPED,Bound,Bound,UNKNOWN,1,1,NA,NA,NA,NA,FAIL,2026-04-16T11:10:49.535515
2026-04-16T11:10:57,WARNING,dhcp_not_bound,9,7,1,91,936,580,355,31,103,37,RUNNING,NA,NA,UP,NA,NA,NA,NA,41.707,41,OK,2026-04-16T11:11:04.207545
2026-04-16T11:11:09,URGENT,high_cpu,90,66,23,9,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,181,18,59.290,50,OK,2026-04-16T11:11:15.763757
2026-04-16T11:11:20,NORMAL,healthy,56,25,30,43,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,134,16,47.501,49,OK,2026-04-16T11:11:27.339249
2026-04-16T11:11:32,NORMAL,healthy,59,29,30,40,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,271,24,44.117,47,OK,2026-04-16T11:11:38.882166
2026-04-16T11:11:43,URGENT,high_cpu,86,56,30,13,936,578,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,291,38,59.755,50,OK,2026-04-16T11:11:50.431260
2026-04-16T11:11:55,NORMAL,healthy,55,23,31,45,936,578,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,292,77,64.126,54,OK,2026-04-16T11:12:01.984297
2026-04-16T11:12:06,NORMAL,healthy,10,8,1,89,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,291,26,44.104,51,OK,2026-04-16T11:12:13.539374
2026-04-16T11:12:18,NORMAL,healthy,9,6,2,90,936,579,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,292,22,43.711,50,OK,2026-04-16T11:12:25.088959
2026-04-16T11:12:30,NORMAL,healthy,14,9,5,85,936,578,357,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,22,44.651,50,OK,2026-04-16T11:12:36.637260
2026-04-16T11:12:41,URGENT,high_cpu,89,51,38,10,936,578,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,24,41.279,47,OK,2026-04-16T11:12:48.185050
2026-04-16T11:12:53,NORMAL,healthy,66,36,30,33,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,24,46.289,43,OK,2026-04-16T11:12:59.735939
2026-04-16T11:13:04,NORMAL,healthy,57,25,31,42,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,26,44.051,43,OK,2026-04-16T11:13:11.289653
2026-04-16T11:13:16,NORMAL,healthy,39,17,22,60,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,294,101,61.845,47,OK,2026-04-16T11:13:22.837587
2026-04-16T11:13:27,NORMAL,healthy,58,27,31,41,936,576,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,291,28,54.377,49,OK,2026-04-16T11:13:34.385678
2026-04-16T11:13:39,NORMAL,healthy,65,31,34,34,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,294,45,62.151,53,OK,2026-04-16T11:13:45.925413
2026-04-16T11:13:50,NORMAL,healthy,6,3,2,93,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,295,31,84.869,61,OK,2026-04-16T11:13:57.520416
2026-04-16T11:14:02,NORMAL,healthy,12,8,3,88,936,578,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,292,20,51.599,62,OK,2026-04-16T11:14:09.065589
2026-04-16T11:14:14,NORMAL,healthy,25,18,7,74,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,292,21,51.323,60,OK,2026-04-16T11:14:20.609733
2026-04-16T11:14:25,NORMAL,healthy,15,11,3,84,936,578,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,58,42.180,58,OK,2026-04-16T11:14:32.147604
2026-04-16T11:14:37,NORMAL,healthy,5,3,1,94,936,578,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,25,42.342,54,OK,2026-04-16T11:14:43.680610
2026-04-16T11:14:48,NORMAL,healthy,11,6,4,88,936,578,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,294,26,67.272,50,OK,2026-04-16T11:14:55.228935
2026-04-16T11:15:00,NORMAL,healthy,57,26,31,42,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,27,125.441,65,OK,2026-04-16T11:15:06.786503
2026-04-16T11:15:11,NORMAL,healthy,63,33,30,36,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,41,51.130,65,OK,2026-04-16T11:15:18.317006
2026-04-16T11:15:23,NORMAL,healthy,10,8,1,89,936,578,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,27,39.543,64,OK,2026-04-16T11:15:29.851075
2026-04-16T11:15:34,NORMAL,healthy,5,4,1,94,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,294,31,62.269,68,OK,2026-04-16T11:15:41.399927
2026-04-16T11:15:46,NORMAL,healthy,9,7,1,90,936,578,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,263,22,61.135,67,OK,2026-04-16T11:15:52.949948
2026-04-16T11:15:57,NORMAL,healthy,10,7,1,89,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,139,16,46.560,51,OK,2026-04-16T11:16:04.590320
2026-04-16T11:16:09,NORMAL,healthy,17,11,5,82,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,208,20,53.546,52,OK,2026-04-16T11:16:16.123374
2026-04-16T11:16:21,NORMAL,healthy,7,5,1,92,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,203,17,45.069,53,OK,2026-04-16T11:16:27.686075
2026-04-16T11:16:32,NORMAL,healthy,9,7,1,90,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,151,352,53.040,51,OK,2026-04-16T11:16:39.214100
2026-04-16T11:16:44,NORMAL,healthy,63,30,32,37,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,340,322,67.842,52,OK,2026-04-16T11:16:50.752904
2026-04-16T11:16:55,NORMAL,healthy,7,6,1,92,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,138,74,36.831,50,OK,2026-04-16T11:17:02.291507
2026-04-16T11:17:07,NORMAL,healthy,61,32,29,38,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,6,20,81.158,56,OK,2026-04-16T11:17:13.815536
2026-04-16T11:17:18,NORMAL,healthy,55,26,29,44,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,6,15,59.934,59,OK,2026-04-16T11:17:25.339345
2026-04-16T11:17:30,NORMAL,healthy,10,8,2,89,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,4,15,52.063,59,OK,2026-04-16T11:17:36.871302
2026-04-16T11:17:41,NORMAL,healthy,64,32,31,35,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,11,19,44.610,54,OK,2026-04-16T11:17:48.397564
2026-04-16T11:17:53,NORMAL,healthy,16,10,6,83,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,127,31,51.637,57,OK,2026-04-16T11:17:59.926039
2026-04-16T11:18:04,NORMAL,healthy,8,6,1,91,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,260,27,56.357,52,OK,2026-04-16T11:18:11.476295
2026-04-16T11:18:16,NORMAL,healthy,4,3,1,95,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,296,21,73.353,55,OK,2026-04-16T11:18:23.099759
2026-04-16T11:18:28,NORMAL,healthy,25,22,3,74,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,58,55.938,55,OK,2026-04-16T11:18:34.633463
2026-04-16T11:18:39,NORMAL,healthy,7,5,1,92,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,19,71.702,61,OK,2026-04-16T11:18:46.170281
2026-04-16T11:18:51,NORMAL,healthy,8,6,1,91,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,249,18,45.983,60,OK,2026-04-16T11:18:57.700945
2026-04-16T11:19:02,NORMAL,healthy,14,11,2,85,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,231,26,51.904,59,OK,2026-04-16T11:19:09.233095
2026-04-16T11:19:14,NORMAL,healthy,12,9,2,88,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,197,38,54.327,55,OK,2026-04-16T11:19:20.767558
2026-04-16T11:19:25,NORMAL,healthy,57,27,29,43,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,179,21,50.109,54,OK,2026-04-16T11:19:32.302798
2026-04-16T11:19:37,NORMAL,healthy,9,7,2,90,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,302,31,49.661,49,OK,2026-04-16T11:19:43.839446
2026-04-16T11:19:48,NORMAL,healthy,54,24,30,45,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,292,30,51.849,51,OK,2026-04-16T11:19:55.369252
2026-04-16T11:20:00,NORMAL,healthy,18,14,3,81,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,286,25,46.619,50,OK,2026-04-16T11:20:06.898302
2026-04-16T11:20:11,NORMAL,healthy,13,10,2,87,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,299,31,57.991,50,OK,2026-04-16T11:20:18.431699
2026-04-16T11:20:23,NORMAL,healthy,10,8,2,89,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,294,50,44.040,49,OK,2026-04-16T11:20:29.961943
2026-04-16T11:20:34,NORMAL,healthy,4,3,1,95,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,22,39.309,47,OK,2026-04-16T11:20:41.494982
2026-04-16T11:20:46,NORMAL,healthy,7,5,1,92,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,294,25,39.169,45,OK,2026-04-16T11:20:53.035962
2026-04-16T11:20:58,NORMAL,healthy,23,19,4,76,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,25,61.959,48,OK,2026-04-16T11:21:04.564122
2026-04-16T11:21:09,NORMAL,healthy,53,22,30,47,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,294,23,63.262,49,OK,2026-04-16T11:21:16.095187
2026-04-16T11:21:21,NORMAL,healthy,19,16,3,80,936,577,358,31,103,38,RUNNING,Bound,Bound,UP,1,1,292,27,40.199,48,OK,2026-04-16T11:21:27.618333
2026-04-16T11:21:32,NORMAL,healthy,2,1,1,97,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,23,54.591,51,OK,2026-04-16T11:21:39.144809
2026-04-16T11:21:44,NORMAL,healthy,28,24,4,71,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,29,38.967,51,OK,2026-04-16T11:21:50.675499
2026-04-16T11:21:55,NORMAL,healthy,10,7,2,89,936,577,359,31,104,38,RUNNING,Bound,Bound,UP,1,1,229,18,60.599,51,OK,2026-04-16T11:22:02.208617
2026-04-16T11:22:07,NORMAL,healthy,6,4,1,93,936,577,359,31,104,38,RUNNING,Bound,Bound,UP,1,1,189,21,54.863,49,OK,2026-04-16T11:22:13.739080
2026-04-16T11:22:18,NORMAL,healthy,54,24,30,45,936,576,359,31,104,38,RUNNING,Bound,Bound,UP,1,1,209,31,39.997,49,OK,2026-04-16T11:22:25.270255
2026-04-16T11:22:30,NORMAL,healthy,5,4,1,94,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,176,22,47.227,47,OK,2026-04-16T11:22:36.826535
2026-04-16T11:22:41,NORMAL,healthy,30,18,12,69,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,195,22,56.122,51,OK,2026-04-16T11:22:48.357277
2026-04-16T11:22:53,NORMAL,healthy,63,32,30,36,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,273,25,38.932,46,OK,2026-04-16T11:22:59.882565
2026-04-16T11:23:04,NORMAL,healthy,7,6,1,92,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,302,27,49.525,45,OK,2026-04-16T11:23:11.414962
2026-04-16T11:23:16,NORMAL,healthy,6,4,1,93,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,32,37.525,45,OK,2026-04-16T11:23:22.948163
2026-04-16T11:23:27,NORMAL,healthy,4,3,1,95,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,42,40.484,44,OK,2026-04-16T11:23:34.486140
2026-04-16T11:23:39,NORMAL,healthy,4,3,1,95,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,295,39,39.032,40,OK,2026-04-16T11:23:46.028146
2026-04-16T11:23:51,NORMAL,healthy,12,9,2,87,936,577,359,31,104,38,RUNNING,Bound,Bound,UP,1,1,293,96,54.616,43,OK,2026-04-16T11:23:57.558563
2026-04-16T11:24:02,NORMAL,healthy,3,2,0,96,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,293,22,43.782,42,OK,2026-04-16T11:24:09.100584
2026-04-16T11:24:14,NORMAL,healthy,34,29,4,65,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,290,18,52.613,45,OK,2026-04-16T11:24:20.624523
2026-04-16T11:24:25,NORMAL,healthy,53,24,28,46,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,164,24,42.773,46,OK,2026-04-16T11:24:32.152947
2026-04-16T11:24:37,NORMAL,healthy,55,26,28,44,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,169,30,46.072,47,OK,2026-04-16T11:24:43.686970
2026-04-16T11:24:48,NORMAL,healthy,5,4,1,94,936,577,359,31,103,38,RUNNING,Bound,Bound,UP,1,1,230,27,50.859,46,OK,2026-04-16T11:24:55.213840
2026-04-16T11:25:00,NORMAL,healthy,52,22,30,47,936,576,359,31,104,38,RUNNING,Bound,Bound,UP,1,1,202,20,68.810,51,OK,2026-04-16T11:25:06.743881
2026-04-16T11:25:11,WARNING,cpu_elevated,71,38,32,28,936,576,360,31,104,38,RUNNING,Bound,Bound,UP,1,1,136,18,58.324,52,OK,2026-04-16T11:25:18.277865
2026-04-16T11:25:23,NORMAL,healthy,53,24,29,46,936,577,359,31,104,38,RUNNING,Bound,Bound,UP,1,1,195,29,55.384,55,OK,2026-04-16T11:25:29.808394
2026-04-16T11:25:34,NORMAL,healthy,13,10,2,86,936,577,359,31,104,38,RUNNING,Bound,Bound,UP,1,1,139,17,62.839,58,OK,2026-04-16T11:25:41.350049
2026-04-16T11:25:46,URGENT,high_cpu,100,33,66,0,936,571,365,31,103,39,RUNNING,Bound,Bound,UP,1,1,204,29,43.474,57,OK,2026-04-16T11:25:52.892450
2026-04-16T11:25:57,URGENT,high_cpu,100,37,62,0,936,546,389,31,104,41,RUNNING,Bound,Bound,UP,1,1,224,34,61.572,55,OK,2026-04-16T11:26:04.421786
2026-04-16T11:26:09,URGENT,high_cpu,100,30,69,0,936,521,415,31,104,44,RUNNING,Bound,Bound,UP,1,1,245,31,45.871,53,OK,2026-04-16T11:26:15.949227
2026-04-16T11:26:20,URGENT,high_cpu,100,35,64,0,936,496,440,31,104,47,RUNNING,Bound,Bound,UP,1,1,202,98,46.490,51,OK,2026-04-16T11:26:27.482534
2026-04-16T11:26:32,URGENT,high_cpu,100,34,65,0,936,471,465,31,104,49,RUNNING,Bound,Bound,UP,1,1,238,19,47.746,48,OK,2026-04-16T11:26:39.020091
2026-04-16T11:26:44,URGENT,high_cpu,100,37,62,0,936,442,493,31,104,52,RUNNING,Bound,Bound,UP,1,1,273,17,54.967,50,OK,2026-04-16T11:26:50.558167
2026-04-16T11:26:55,URGENT,high_cpu,100,32,67,0,936,415,521,31,104,55,RUNNING,Bound,Bound,UP,1,1,316,441,43.035,47,OK,2026-04-16T11:27:02.104607
2026-04-16T11:27:07,URGENT,high_cpu,100,58,41,0,936,393,543,31,104,58,RUNNING,Bound,Bound,UP,1,1,191,63,61.513,50,OK,2026-04-16T11:27:13.652134
2026-04-16T11:27:18,URGENT,high_cpu,99,35,63,0,936,370,566,31,104,60,RUNNING,Bound,Bound,UP,1,1,141,26,56.420,52,OK,2026-04-16T11:27:25.192835
2026-04-16T11:27:30,URGENT,high_cpu,100,32,67,0,936,343,593,31,104,63,RUNNING,Bound,Bound,UP,1,1,37,20,148.827,72,OK,2026-04-16T11:27:36.726566
2026-04-16T11:27:41,URGENT,high_cpu,100,30,69,0,936,315,621,31,104,66,RUNNING,Bound,Bound,UP,1,1,183,503,50.211,71,OK,2026-04-16T11:27:48.256861
2026-04-16T11:27:53,URGENT,high_cpu,100,33,66,0,936,286,650,31,104,69,RUNNING,Bound,Bound,UP,1,1,11,34,52.680,73,OK,2026-04-16T11:27:59.805009
2026-04-16T11:28:04,URGENT,high_cpu,100,40,59,0,936,258,678,31,104,72,RUNNING,Bound,Bound,UP,1,1,55,7,48.761,70,OK,2026-04-16T11:28:11.345897
2026-04-16T11:28:16,URGENT,high_cpu,100,32,67,0,936,233,703,31,104,75,RUNNING,Bound,Bound,UP,1,1,24,22,43.298,68,OK,2026-04-16T11:28:22.901334
2026-04-16T11:28:27,URGENT,high_cpu,100,34,64,0,936,212,723,31,103,77,RUNNING,Bound,Bound,UP,1,1,25,42,51.560,48,OK,2026-04-16T11:28:34.450148
2026-04-16T11:28:39,URGENT,high_cpu,100,37,61,0,936,189,746,31,104,79,RUNNING,Bound,Bound,UP,1,1,51,231,57.781,50,OK,2026-04-16T11:28:45.981429
2026-04-16T11:28:50,URGENT,high_cpu,100,32,67,0,936,164,772,31,104,82,RUNNING,Bound,Bound,UP,1,1,172,372,55.914,50,OK,2026-04-16T11:28:57.513411
2026-04-16T11:29:02,URGENT,high_cpu,100,29,70,0,936,135,801,31,104,85,RUNNING,Bound,Bound,UP,1,1,0,1,49.186,51,OK,2026-04-16T11:29:09.053196
2026-04-16T11:29:14,URGENT,high_cpu,100,47,52,0,936,106,829,31,104,88,RUNNING,Bound,Bound,UP,1,1,5,24,56.349,53,OK,2026-04-16T11:29:20.584388
2026-04-16T11:29:25,URGENT,high_cpu,100,32,67,0,936,78,857,30,102,91,RUNNING,Bound,Bound,UP,1,1,113,35,56.715,54,OK,2026-04-16T11:29:32.163379
2026-04-16T11:29:37,URGENT,high_cpu,100,39,60,0,936,77,859,24,87,91,RUNNING,Bound,Bound,UP,1,1,112,21,89.347,61,OK,2026-04-16T11:29:43.687893
2026-04-16T11:29:48,NORMAL,healthy,57,22,34,42,936,328,608,23,84,64,RUNNING,Bound,Bound,UP,1,1,121,20,69.905,63,OK,2026-04-16T11:29:55.239845
2026-04-16T11:30:00,NORMAL,healthy,59,24,34,40,936,310,626,23,84,66,RUNNING,Bound,Bound,UP,1,1,148,19,41.790,62,OK,2026-04-16T11:30:06.762547
2026-04-16T11:30:11,URGENT,high_cpu,100,41,58,0,936,291,645,23,84,68,RUNNING,Bound,Bound,UP,1,1,103,12,53.163,61,OK,2026-04-16T11:30:18.303593
2026-04-16T11:30:23,NORMAL,healthy,62,26,36,37,936,274,662,23,84,70,RUNNING,Bound,Bound,UP,1,1,97,15,54.735,61,OK,2026-04-16T11:30:29.828801
2026-04-16T11:30:34,NORMAL,healthy,64,29,34,35,936,255,681,23,84,72,RUNNING,Bound,Bound,UP,1,1,129,16,41.656,51,OK,2026-04-16T11:30:41.363266
2026-04-16T11:30:46,NORMAL,healthy,69,32,36,30,936,237,699,23,85,74,RUNNING,Bound,Bound,UP,1,1,101,12,42.604,46,OK,2026-04-16T11:30:52.906054
2026-04-16T11:30:57,NORMAL,healthy,56,21,35,43,936,218,718,23,85,76,RUNNING,Bound,Bound,UP,1,1,92,3,48.558,47,OK,2026-04-16T11:31:04.454390
2026-04-16T11:31:09,URGENT,high_cpu,100,41,58,0,936,199,737,23,85,78,RUNNING,Bound,Bound,UP,1,1,102,11,66.153,50,OK,2026-04-16T11:31:15.990737
2026-04-16T11:31:20,WARNING,memory_elevated,55,20,34,44,936,183,753,23,85,80,RUNNING,Bound,Bound,UP,1,1,90,13,44.540,48,OK,2026-04-16T11:31:27.517392
2026-04-16T11:31:32,WARNING,memory_elevated,59,25,33,41,936,164,772,23,85,82,RUNNING,Bound,Bound,UP,1,1,94,9,37.612,47,OK,2026-04-16T11:31:39.049178
2026-04-16T11:31:44,WARNING,memory_elevated,58,25,32,41,936,146,790,23,85,84,RUNNING,Bound,Bound,UP,1,1,51,6,59.132,50,OK,2026-04-16T11:31:50.578558
2026-04-16T11:31:55,WARNING,memory_elevated,62,27,34,37,936,127,808,23,85,86,RUNNING,Bound,Bound,UP,1,1,49,5,63.775,53,OK,2026-04-16T11:32:02.244218
2026-04-16T11:32:07,WARNING,cpu_elevated,70,37,33,29,936,108,827,23,85,88,RUNNING,Bound,Bound,UP,1,1,50,7,53.517,51,OK,2026-04-16T11:32:13.775422
2026-04-16T11:32:18,URGENT,high_memory,53,19,33,46,936,89,846,23,85,90,RUNNING,Bound,Bound,UP,1,1,66,48,47.316,51,OK,2026-04-16T11:32:25.311530
2026-04-16T11:32:30,URGENT,high_cpu,100,40,59,0,936,76,860,20,81,91,RUNNING,Bound,Bound,UP,1,1,58,32,36.711,51,OK,2026-04-16T11:32:36.839276
2026-04-16T11:32:41,NORMAL,healthy,3,2,0,96,936,611,324,19,79,34,RUNNING,Bound,Bound,UP,1,1,108,38,67.404,53,OK,2026-04-16T11:32:48.367311
2026-04-16T11:32:53,NORMAL,healthy,60,28,31,39,936,611,325,19,79,34,RUNNING,Bound,Bound,UP,1,1,50,20,70.682,54,OK,2026-04-16T11:32:59.892946
2026-04-16T11:33:04,NORMAL,healthy,66,33,33,33,936,611,325,19,79,34,RUNNING,Bound,Bound,UP,1,1,58,8,62.377,56,OK,2026-04-16T11:33:11.433843
2026-04-16T11:33:16,NORMAL,healthy,52,23,29,47,936,611,325,19,80,34,RUNNING,Bound,Bound,UP,1,1,57,17,94.104,65,OK,2026-04-16T11:33:22.971270
2026-04-16T11:33:27,NORMAL,healthy,6,4,1,93,936,611,324,19,79,34,RUNNING,Bound,Bound,UP,1,1,92,18,43.595,67,OK,2026-04-16T11:33:34.499108
2026-04-16T11:33:39,NORMAL,healthy,5,3,1,94,936,611,324,19,79,34,RUNNING,Bound,Bound,UP,1,1,93,47,46.056,63,OK,2026-04-16T11:33:46.022100
2026-04-16T11:33:51,NORMAL,healthy,12,9,3,87,936,611,325,19,79,34,RUNNING,Bound,Bound,UP,1,1,52,11,56.343,60,OK,2026-04-16T11:33:57.575098
2026-04-16T11:34:02,NORMAL,healthy,4,3,1,95,936,611,324,19,79,34,RUNNING,Bound,Bound,UP,1,1,57,13,42.917,56,OK,2026-04-16T11:34:09.110038
2026-04-16T11:34:14,NORMAL,healthy,62,31,30,37,936,610,325,19,79,34,RUNNING,Bound,Bound,UP,1,1,55,5,65.245,50,OK,2026-04-16T11:34:20.644221
2026-04-16T11:34:25,NORMAL,healthy,23,20,3,76,936,611,325,19,79,34,RUNNING,Bound,Bound,UP,1,1,47,8,40.666,49,OK,2026-04-16T11:34:32.188037
2026-04-16T11:34:37,NORMAL,healthy,31,26,4,68,936,611,325,19,79,34,RUNNING,Bound,Bound,UP,1,1,49,8,40.834,48,OK,2026-04-16T11:34:43.725041
2026-04-16T11:34:48,NORMAL,healthy,55,23,31,44,936,611,325,19,79,34,RUNNING,Bound,Bound,UP,1,1,52,9,58.602,49,OK,2026-04-16T11:34:55.263591
2026-04-16T11:35:00,NORMAL,healthy,20,16,3,79,936,611,325,19,79,34,RUNNING,Bound,Bound,UP,1,1,94,4,51.440,50,OK,2026-04-16T11:35:06.801722
